sensor_00,sensor_02,sensor_03,sensor_08,sensor_09,sensor_12,sensor_37,machine_status
2.448669,52.12674,45.1388855,15.61777,15.12587,35.11368,104.144,NORMAL
2.466377,52.08333,45.1388855,15.5816,15.0897,34.43704,109.2374,NORMAL
2.445718,52.08333,45.1388855,15.94329,15.08247,35.38475,105.9037,NORMAL
2.468345,52.08333,45.1388855,15.84925,15.05353,36.64103,109.7359,NORMAL
2.441782,52.03993,45.1388855,15.81308,15.08247,36.84675,104.889,NORMAL
2.460474,52.03993,45.1388855,15.81308,15.12587,38.15776,106.7932,NORMAL
2.444734,52.12674,45.1388855,15.69734,15.08247,38.63024,104.2091,NORMAL
2.455556,51.95312,45.1388855,15.61777,15.11863,38.34426,109.2327,NORMAL
2.454572,52.08333,45.13889,15.70457,15.0897,38.27363,102.5832,NORMAL
2.450637,52.12674,45.18229,15.54543,15.11863,37.47483,103.194,NORMAL
2.463426,52.03993,45.18228912,15.84925,15.11863,37.40329,101.0329,NORMAL
2.444734,52.08333,45.18228912,15.81308,15.11863,37.36953,104.8128,NORMAL
2.468345,52.08333,45.18228912,15.73351,15.08247,36.86589,107.2443,NORMAL
2.441782,52.08333,45.18229,15.95052,15.05353,35.83513,101.6068,NORMAL
2.463426,52.03993,45.13889,15.81308,15.11863,35.41809,97.64018,NORMAL
2.444734,52.08333,45.18229,15.76968,15.08247,34.70034,107.0811,NORMAL
2.455556,52.08333,45.13889,15.70457,15.05353,34.30444,100.8323,NORMAL
2.453588,52.03993,45.1388855,15.70457,15.11863,34.06388,106.9775,NORMAL
2.449653,52.08333,45.1388855,15.69734,15.08247,33.34311,107.4816,NORMAL
2.463426,52.03993,45.1388855,15.49479,15.11863,33.87992,108.3354,NORMAL
2.445718,52.03993,45.1388855,15.61777,15.08247,34.68403,113.3013,NORMAL
2.466377,52.03993,45.13889,15.69734,15.08247,34.33945,106.5632,NORMAL
2.441782,51.95312,45.09549,15.56713,15.05353,35.06875,112.8762,NORMAL
2.460474,51.95312,45.09548569,15.73351,15.08247,35.76156,110.7377,NORMAL
2.448669,52.03993,45.09548569,15.76968,15.11863,35.77177,105.8325,NORMAL
2.455556,51.95312,45.09549,15.65393,15.16204,35.78598,107.4862,NORMAL
2.45162,52.03993,45.00868,15.53096,15.08247,36.82196,106.4333,NORMAL
2.45162,52.03993,45.00867844,15.61777,15.01013,36.32598,107.2114,NORMAL
2.466377,52.03993,45.00867844,15.53096,15.08247,36.37907,97.03188,NORMAL
2.444734,52.03993,45.00868,15.73351,15.08247,36.29886,100.3096,NORMAL
2.465394,52.08333,44.96527,15.61777,15.08247,36.76922,104.0839,NORMAL
2.444734,52.03993,44.96527481,15.69734,15.05353,37.34579,102.8183,NORMAL
2.46441,51.95312,44.96527,15.69734,15.08247,37.52268,106.0724,NORMAL
2.441782,51.95312,44.92188,15.98669,15.06076,36.63317,105.1212,NORMAL
2.456539,51.90972,44.921875,15.61777,15.16927,36.80858,99.5103,NORMAL
2.45162,52.03993,44.92188,15.56713,15.05353,36.68454,105.7623,NORMAL
2.449653,52.03993,44.87847,15.53096,15.08247,36.20527,95.48601,NORMAL
2.448669,51.95312119,44.87847,15.65393,15.05353,35.62011,96.21293,NORMAL
2.448669,51.95312119,44.87847,15.65393,15.05353,35.62011,96.21293,NORMAL
2.466377,51.95312119,44.79166,15.49479,15.08247,35.80442,94.97929,NORMAL
2.441782,51.95312119,44.79166412,15.65393,15.05353,35.85765,96.33398,NORMAL
2.46441,51.95312119,44.79166,15.65393,15.06076,35.49866,99.86819,NORMAL
2.444734,51.95312119,44.74826,15.81308,15.08247,35.49545,98.86076,NORMAL
2.444734,51.95312119,44.7482605,15.81308,15.08247,35.49545,98.40513,NORMAL
2.45162,51.95312,44.74826,15.65393,15.05353,36.4443,94.62231,NORMAL
2.449653,52.03993,44.70486,15.69734,15.08247,37.38997,97.0342,NORMAL
2.463426,52.03992844,44.70486069,15.89265,15.08247,37.42995,97.2244,NORMAL
2.448669,52.03993,44.70486,15.81308,15.11863,36.98175,95.98096,NORMAL
2.466377,51.95312,44.66146,15.61777,15.11863,35.70286,98.87585,NORMAL
2.445718,51.95312119,44.66145706,15.56713,15.11863,34.67139,96.21357,NORMAL
2.460474,51.95312119,44.66145706,16.02286,15.08247,33.35791,90.73466,NORMAL
2.441782,51.95312119,44.66145706,15.77691,15.01013,32.37592,99.87267,NORMAL
2.456539,51.95312,44.66146,15.81308,15.11863,31.26697,97.94524,NORMAL
2.455556,52.03993,44.57465,15.56713,15.0897,31.57532,99.06083,NORMAL
2.449653,52.03993,44.57464981,15.65393,15.06076,31.38623,93.7663,NORMAL
2.466377,51.95312,44.57464981,15.53096,15.11863,31.79174,96.74999,NORMAL
2.444734,51.95312,44.57464981,15.76968,15.05353,31.49451,96.74999,NORMAL
2.470313,52.03993,44.57464981,15.73351,15.16204,32.92876,90.39304,NORMAL
2.441782,51.95312,44.57464981,15.56713,15.11863,33.21261,100.7319,NORMAL
2.468345,51.95312119,44.57464981,15.49479,15.08247,35.06537,97.925,NORMAL
2.440799,51.95312,44.57464981,15.69734,15.11863,36.54082,98.25735,NORMAL
2.460474,52.03993,44.57464981,15.56713,15.11863,37.56868,95.50064,NORMAL
2.445718,51.95312,44.57464981,15.65393,15.08247,38.41899,95.91887,NORMAL
2.45162,52.03993,44.57464981,15.56713,15.08247,39.17305,96.68689,NORMAL
2.460474,52.03993,44.57464981,15.65393,15.05353,39.08227,95.50224,NORMAL
2.448669,51.95312,44.57464981,15.61777,15.11863,38.53468,92.51809,NORMAL
2.470313,51.95312,44.57464981,15.56713,15.08247,37.58799,87.91068,NORMAL
2.441782,52.03993,44.57465,15.73351,15.11863,36.07895,94.02269,NORMAL
2.46441,51.95312,44.66146,15.49479,15.11863,35.47472,92.96998,NORMAL
2.440799,51.95312,44.66145706,15.65393,15.16204,34.65491,97.40745,NORMAL
2.459491,52.03993,44.66145706,15.61777,15.08247,35.48879,99.59184,NORMAL
2.450637,51.95312,44.66145706,15.49479,15.05353,34.75898,94.32739,NORMAL
2.45162,52.03993,44.66145706,15.76968,15.08247,35.30691,93.75406,NORMAL
2.463426,52.03993,44.66145706,15.49479,15.11863,35.8394,96.62257,NORMAL
2.446702,51.95312,44.66145706,15.84925,15.11863,37.04601,91.63848,NORMAL
2.466377,51.95312119,44.66145706,15.81308,15.08247,37.71516,90.77133,NORMAL
2.441782,51.95312,44.66145706,16.03009,15.05353,37.73071,95.21111,NORMAL
2.46441,52.03993,44.66145706,15.56713,15.05353,37.67787,101.5967,NORMAL
2.441782,52.08333,44.66145706,15.79861,15.11863,38.09215,89.67775,NORMAL
2.456539,51.95312,44.66145706,15.94329,15.12587,37.49978,97.11,NORMAL
2.45162,51.95312119,44.66145706,15.65393,15.08247,36.47587,97.57447,NORMAL
2.449653,51.95312,44.66145706,15.73351,15.05353,35.99769,97.57447,NORMAL
2.46441,52.03993,44.66145706,15.49479,15.05353,35.62703,94.90318,NORMAL
2.445718,52.03992844,44.66146,15.53096,15.08247,35.07085,95.21372,NORMAL
2.468345,52.03992844,44.66145706,15.76968,15.11863,35.19952,93.91176,NORMAL
2.444734,52.03992844,44.66145706,15.65393,15.11863,35.11605,98.29707,NORMAL
2.463426,52.03993,44.66145706,15.73351,15.05353,36.14381,97.29919,NORMAL
2.444734,52.08333,44.66145706,15.77691,15.06076,36.42831,98.63643,NORMAL
2.455556,52.08333,44.66145706,15.65393,15.11863,36.34058,96.58828,NORMAL
2.45162,52.03993,44.66145706,15.82031,15.08247,35.87906,96.58828,NORMAL
2.45162,52.03993,44.66145706,15.81308,15.23438,36.16286,85.37347,NORMAL
2.459491,52.08333,44.66145706,15.94329,15.08247,37.34949,88.56504,NORMAL
2.448669,52.03993,44.66145706,15.61777,15.05353,37.54461,94.08388,NORMAL
2.468345,52.08333,44.66145706,15.81308,15.08247,37.22707,92.60652,NORMAL
2.444734,52.08333,44.66145706,15.61777,15.11863,37.4842,95.85162,NORMAL
2.463426,52.03993,44.66145706,15.49479,15.08247,37.09232,89.73631,NORMAL
2.438831,52.08333,44.66145706,15.73351,15.0897,36.09709,91.43758,NORMAL
2.446702,52.12674,44.66145706,16.05903,15.11863,34.76147,100.1277,NORMAL
2.446702,52.12674,44.66145706,16.05903,15.11863,34.76147,100.1277,NORMAL
2.456539,52.08333,44.66145706,15.84925,15.11863,34.43659,85.4866,NORMAL
2.456539,52.08333,44.66145706,15.69734,15.11863,34.1692,93.98586,NORMAL
2.449653,52.08333,44.66145706,15.49479,15.08247,34.28004,95.80138,NORMAL
2.465394,52.08333,44.66145706,15.56713,15.08247,34.05285,89.44895,NORMAL
2.444734,52.03993,44.66145706,15.53096,15.05353,34.67047,85.0331,NORMAL
2.466377,52.12674,44.66145706,15.45139,15.05353,35.07112,93.64695,NORMAL
2.466377,52.12674,44.66145706,15.45139,15.05353,35.07112,90.10728,NORMAL
2.463426,52.03993,44.66146,15.65393,15.12587,35.35182,91.49658,NORMAL
2.44375,52.12674,44.57465,15.69734,15.08247,35.96528,97.82544,NORMAL
2.456539,52.08333,44.57464981,15.77691,15.12587,36.68339,90.04375,NORMAL
2.453588,52.08333,44.57464981,15.45139,15.05353,36.87027,94.52562,NORMAL
2.45162,52.12674,44.57464981,15.69734,15.08247,36.56643,91.06077,NORMAL
2.466377,52.12674,44.57464981,15.76968,15.05353,36.15039,94.61773,NORMAL
2.441782,52.12674,44.57465,15.76968,15.08247,35.58112,90.29565,NORMAL
2.468345,52.08333,44.53125,15.65393,15.01013,35.17248,91.50097,NORMAL
2.439815,52.12674,44.53125,15.56713,15.11863,34.4164,85.15871,NORMAL
2.461458,52.08333,44.53125,15.65393,15.05353,35.0442,94.05783,NORMAL
2.445718,52.56076,44.53125,15.73351,15.08247,34.92198,82.39933,NORMAL
2.456539,52.12674,44.48785,15.73351,15.11863,35.34747,89.97802,NORMAL
2.455556,52.12674,44.48784637,15.69734,15.08247,35.67015,98.02106,NORMAL
2.45162,52.12674,44.48784637,15.53096,15.08247,36.09451,107.6449,NORMAL
2.46441,52.17014,44.48784637,15.73351,15.08247,36.18634,107.7632,NORMAL
2.444734,52.08333,44.48784637,15.69734,15.08247,36.32032,100.0752,NORMAL
2.466377,52.08333,44.48785,15.41522,15.16204,36.12055,90.17656,NORMAL
2.441782,52.12674,44.44444,15.73351,15.08247,36.26318,100.7892,NORMAL
2.459491,52.12674,44.44444275,15.65393,15.11863,35.90302,103.3716,NORMAL
2.446702,52.17014,44.44444275,15.69734,15.08247,35.59207,97.54723,NORMAL
2.454572,52.17014,44.44444275,15.56713,15.08247,35.21867,85.49889,NORMAL
2.459491,52.12674,44.44444275,15.65393,15.08247,35.11811,81.7906,NORMAL
2.446702,52.17014,44.44444275,15.49479,15.08247,35.19021,81.7906,NORMAL
2.466377,52.12674,44.44444275,15.76968,15.11863,35.57934,90.13503,NORMAL
2.444734,52.12674,44.44444275,15.61777,15.11863,35.73851,92.63715,NORMAL
2.468345,52.12674,44.44444275,15.81308,15.08247,36.46532,93.31898,NORMAL
2.444734,52.17014,44.44444275,15.56713,15.0897,37.59731,87.89224,NORMAL
2.463426,52.17014,44.44444275,15.74074,15.05353,37.51952,89.7251,NORMAL
2.441782,52.17014,44.44444275,15.73351,15.08247,36.83873,96.1128,NORMAL
2.456539,52.12674,44.44444275,15.56713,15.08247,36.02808,91.4772,NORMAL
2.455556,52.17014,44.44444275,15.49479,15.11863,35.374,85.01862,NORMAL
2.449653,52.25694,44.44444275,15.49479,15.08247,34.54535,92.45573,NORMAL
2.46441,52.17014,44.44444,15.49479,15.08247,34.52263,92.67429,NORMAL
2.446702,52.17014,44.44444275,15.45139,15.11863,33.75554,86.00773,NORMAL
2.465394,52.17014,44.44444275,15.56713,15.05353,33.68894,88.14329,NORMAL
2.440799,52.17014,44.44444275,15.73351,15.08247,34.19968,87.80068,NORMAL
2.463426,52.25694,44.44444275,15.73351,15.08247,34.12853,92.44635,NORMAL
2.44375,52.17014,44.44444275,15.61777,15.01013,34.02118,78.49474,NORMAL
2.456539,52.17014,44.44444275,15.61777,15.08247,35.26382,87.66058,NORMAL
2.455556,52.17014,44.44444275,15.84925,15.11863,35.41882,94.68079,NORMAL
2.449653,52.30035,44.44444275,15.69734,15.16204,35.86488,84.71564,NORMAL
2.449653,52.30035,44.44444,15.69734,15.16204,35.86488,94.35147,NORMAL
2.445718,52.17014,44.35764,15.69734,15.0897,36.0157,98.87604,NORMAL
2.466377,52.17014,44.3576355,15.56713,15.06076,35.56292,114.1795,NORMAL
2.441782,52.17014,44.3576355,15.65393,15.11863,36.06243,104.8385,NORMAL
2.460474,52.25694,44.3576355,15.81308,15.01013,35.52818,106.6629,NORMAL
2.441782,52.17014,44.3576355,15.56713,15.08247,35.48011,112.9686,NORMAL
2.456539,52.17014,44.3576355,15.61777,15.08247,35.88739,106.7336,NORMAL
2.453588,52.30035,44.3576355,15.76968,15.08247,36.28065,108.8331,NORMAL
2.449653,52.25694,44.3576355,15.42245,15.08247,35.70541,109.2918,NORMAL
2.46441,52.25694,44.3576355,15.84925,15.08247,35.39157,113.9304,NORMAL
2.466377,52.30035,44.3576355,15.56713,15.11863,33.96238,110.878,NORMAL
2.466377,52.30035,44.3576355,15.56713,15.11863,33.96238,110.878,NORMAL
2.440799,52.25694,44.3576355,15.49479,15.08247,32.6906,107.7629,NORMAL
2.463426,52.25694275,44.3576355,15.76968,15.16204,31.94199,109.7901,NORMAL
2.444734,52.25694,44.3576355,15.69734,15.05353,31.9717,111.8691,NORMAL
2.459491,52.17014,44.35764,15.81308,15.08247,32.52881,112.0431,NORMAL
2.454572,52.30035,44.44444,15.94329,15.08247,33.76495,112.5485,NORMAL
2.449653,52.25694,44.44444275,15.69734,15.08247,34.90988,104.6884,NORMAL
2.466377,52.25694,44.44444275,15.73351,15.08247,35.10336,111.5613,NORMAL
2.444734,52.17014,44.44444275,15.56713,15.11863,36.08515,114.877,NORMAL
2.468345,52.25694,44.44444275,15.76968,15.11863,36.00602,109.1673,NORMAL
2.44375,52.25694275,44.44444275,15.56713,15.08247,34.99199,109.1673,NORMAL
2.463426,52.25694,44.44444,15.69734,15.16204,33.96827,107.5204,NORMAL
2.444734,52.17014,44.48785,15.69734,15.08247,33.41216,101.0687,NORMAL
2.453588,52.25694,44.48784637,15.76968,15.11863,32.56509,112.5267,NORMAL
2.459491,52.25694275,44.48784637,15.61777,15.11863,32.24132,105.1517,NORMAL
2.446702,52.25694275,44.48784637,15.56713,15.06076,32.1054,103.0606,NORMAL
2.466377,52.25694275,44.48784637,15.69734,15.08247,32.04855,110.5765,NORMAL
2.444734,52.25694275,44.48784637,15.69734,15.12587,32.20179,106.8633,NORMAL
2.468345,52.25694275,44.48784637,15.81308,15.05353,32.31093,111.9927,NORMAL
2.468345,52.25694275,44.48785,15.81308,15.05353,32.31093,110.9618,NORMAL
2.463426,52.25694,44.53125,15.53096,15.08247,32.4278,109.7821,NORMAL
2.44375,52.30035,44.53125,15.90712,15.05353,33.07812,108.3246,NORMAL
2.456539,52.30034637,44.53125,15.65393,15.08247,34.14513,111.7891,NORMAL
2.45162,52.30035,44.48785,15.56713,15.05353,35.17073,112.5696,NORMAL
2.45162,52.25694,44.48784637,15.65393,15.06076,35.03464,112.0466,NORMAL
2.461458,52.30035,44.48784637,15.98669,15.11863,35.58348,105.7784,NORMAL
2.448669,52.25694,44.48784637,15.61777,15.08247,36.04343,113.7665,NORMAL
2.466377,52.25694,44.48784637,15.69734,15.05353,36.04937,111.1796,NORMAL
2.441782,52.30035,44.48784637,15.65393,15.08247,36.78445,114.3998,NORMAL
2.46441,52.30035,44.48784637,15.61777,15.05353,36.76251,111.4644,NORMAL
2.440799,52.25694,44.48784637,15.69734,15.08247,36.74192,106.535,NORMAL
2.460474,52.34375,44.48785,15.53096,15.08247,36.76113,110.0117,NORMAL
2.449653,52.25694,44.44444,15.73351,15.11863,36.42225,104.4951,NORMAL
2.453588,52.25694275,44.44444275,15.73351,15.12587,36.57521,113.8158,NORMAL
2.453588,52.25694,44.44444275,15.73351,15.12587,36.57521,108.4074,NORMAL
2.448669,52.30035,44.44444275,15.69734,15.08247,36.65597,111.7185,NORMAL
2.466377,52.30034637,44.44444275,15.99392,15.05353,35.81521,103.657,NORMAL
2.444734,52.30034637,44.44444,15.69734,15.08247,34.8948,107.1517,NORMAL
2.46441,52.30034637,44.35764,15.49479,15.08247,33.84343,107.8244,NORMAL
2.440799,52.30035,44.3576355,15.65393,15.05353,33.37198,108.6064,NORMAL
2.460474,52.34375,44.3576355,15.53096,15.11863,33.44287,109.998,NORMAL
2.448669,52.30035,44.3576355,15.65393,15.05353,33.39166,100.6896,NORMAL
2.455556,52.30035,44.35764,15.61777,15.08247,33.51717,110.2523,NORMAL
2.459491,52.34375,44.31424,15.69734,15.12587,34.10607,110.2523,NORMAL
2.445718,52.34375,44.31423569,15.53096,15.08247,33.6899,100.5981,NORMAL
2.465394,52.30035,44.31423569,15.61777,15.16204,34.50681,109.6395,NORMAL
2.444734,52.30035,44.31423569,15.61777,15.08247,34.71402,102.5207,NORMAL
2.463426,52.34375,44.31423569,15.49479,15.11863,35.03117,102.5115,NORMAL
2.463426,52.34374619,44.31423569,15.49479,15.11863,35.03117,109.4894,NORMAL
2.459491,52.34374619,44.31423569,15.74074,15.11863,36.04375,105.294,NORMAL
2.449653,52.34374619,44.31423569,15.84925,15.11863,37.04869,108.368,NORMAL
2.45162,52.34374619,44.31423569,15.98669,15.16927,37.97926,103.798,NORMAL
2.459491,52.34374619,44.31423569,15.90712,15.06076,38.04045,112.0639,NORMAL
2.446702,52.34374619,44.31423569,15.61777,15.16204,38.14308,104.224,NORMAL
2.466377,52.34374619,44.31423569,15.89265,15.08247,37.58468,98.59158,NORMAL
2.440799,52.34374619,44.31423569,15.73351,15.11863,37.4039,98.17369,NORMAL
2.46441,52.34375,44.31423569,15.53096,15.08247,37.24906,101.791,NORMAL
2.440799,52.38715,44.31423569,15.6033,15.08247,36.72373,102.234,NORMAL
2.459491,52.34375,44.31424,15.41522,15.08247,36.41353,101.685,NORMAL
2.455556,52.34375,44.31423569,15.56713,15.08247,35.38627,106.0145,NORMAL
2.455556,52.34375,44.31423569,15.56713,15.08247,35.38627,106.0145,NORMAL
2.460474,52.38715,44.31423569,15.5816,15.16204,35.32371,111.3093,NORMAL
2.446702,52.34375,44.31423569,15.56713,15.11863,35.22033,106.4899,NORMAL
2.466377,52.38715,44.31423569,15.69734,15.08247,35.21468,105.8191,NORMAL
2.440799,52.34375,44.31423569,15.53096,15.11863,35.02124,100.4736,NORMAL
2.463426,52.47396,44.31423569,15.69734,15.08247,35.04451,106.0704,NORMAL
2.440799,52.38715,44.31423569,15.76968,15.05353,35.10853,109.685,NORMAL
2.459491,52.38714981,44.31423569,15.69734,15.08247,35.04765,108.6313,NORMAL
2.448669,52.38714981,44.31423569,15.73351,15.08247,35.30067,115.3403,NORMAL
2.453588,52.38714981,44.31423569,15.69734,15.11863,35.0095,109.1345,NORMAL
2.463426,52.38714981,44.31423569,15.69734,15.05353,34.84221,113.9066,NORMAL
2.445718,52.38714981,44.31423569,15.56713,15.08247,34.90463,108.6637,NORMAL
2.466377,52.38714981,44.31423569,15.69734,15.05353,34.95892,109.8169,NORMAL
2.440799,52.38714981,44.31424,15.49479,15.11863,35.32211,112.6812,NORMAL
2.463426,52.38714981,44.27083,15.61777,15.05353,35.54586,107.7938,NORMAL
2.440799,52.38714981,44.27083206,15.99392,15.16204,35.68751,107.6614,NORMAL
2.460474,52.38715,44.27083206,15.89265,15.11863,36.12002,102.1188,NORMAL
2.449653,52.47396,44.27083206,15.69734,15.08247,35.25269,111.9194,NORMAL
2.449653,52.47395706,44.27083206,15.69734,15.08247,35.25269,112.4151,NORMAL
2.463426,52.47395706,44.27083206,15.74074,15.05353,35.06793,108.0677,NORMAL
2.444734,52.47396,44.27083206,15.69734,15.16204,34.57867,107.835,NORMAL
2.468345,52.34375,44.27083206,15.69734,15.11863,34.19179,103.0787,NORMAL
2.440799,52.38715,44.27083206,15.56713,15.08247,33.92778,105.7673,NORMAL
2.465394,52.38715,44.27083,15.76968,15.08247,33.6893,105.8231,NORMAL
2.441782,52.47396,44.22743,15.81308,15.08247,34.21111,107.605,NORMAL
2.459491,52.38715,44.22742844,15.41522,15.11863,34.95465,107.2131,NORMAL
2.449653,52.47396,44.22742844,15.69734,15.16204,35.13693,108.9892,NORMAL
2.45162,52.51736,44.22742844,15.90712,15.08247,35.06046,106.4795,NORMAL
2.461458,52.38715,44.22742844,15.65393,15.16927,35.35491,110.1711,NORMAL
2.445718,52.47396,44.22742844,15.56713,15.08247,35.17703,110.1707,NORMAL
2.468345,52.38715,44.22742844,15.73351,15.11863,35.51157,113.9549,NORMAL
2.441782,52.47396,44.22743,15.69734,15.11863,36.06807,105.1763,NORMAL
2.46441,52.47395706,44.14063,15.65393,15.05353,36.37661,108.4397,NORMAL
2.46441,52.47396,44.140625,15.65393,15.05353,36.37661,107.0574,NORMAL
2.460474,52.51736,44.140625,15.65393,15.08247,36.62463,103.8351,NORMAL
2.444734,52.47396,44.140625,15.77691,15.11863,36.71924,108.5149,NORMAL
2.455556,52.47395706,44.140625,15.73351,15.08247,37.1482,102.8235,NORMAL
2.456539,52.47396,44.140625,15.69734,15.08247,37.30924,101.3266,NORMAL
2.448669,52.38715,44.140625,15.69734,15.11863,35.9845,105.11,NORMAL
2.466377,52.47396,44.140625,15.69734,15.05353,35.36462,104.8713,NORMAL
2.440799,52.47395706,44.140625,15.65393,15.05353,35.34716,102.6973,NORMAL
2.468345,52.47395706,44.140625,15.6684,15.08247,34.83506,108.5606,NORMAL
2.436863,52.47395706,44.140625,15.76968,15.16927,35.05528,108.0051,NORMAL
2.46441,52.47396,44.140625,15.53096,15.11863,35.73362,110.2354,NORMAL
2.440799,52.51736,44.140625,15.73351,15.11863,35.321,106.2127,NORMAL
2.459491,52.47396,44.140625,15.99392,15.08247,35.81681,107.014,NORMAL
2.454572,52.51736,44.140625,15.69734,15.05353,36.05439,103.3425,NORMAL
2.45162,52.51736,44.14063,15.61777,15.11863,34.8309,105.217,NORMAL
2.46441,52.47396,44.140625,15.65393,15.11863,33.55375,110.8125,NORMAL
2.441782,52.47395706,44.14063,15.65393,15.16204,34.00194,104.031,NORMAL
2.466377,52.47396,44.22743,15.82031,15.05353,33.31262,104.2553,NORMAL
2.440799,52.38715,44.22742844,15.69734,15.16204,33.74416,105.719,NORMAL
2.460474,52.47396,44.22742844,15.73351,15.08247,33.34151,101.6663,NORMAL
2.445718,52.38715,44.22742844,15.56713,15.11863,33.82368,108.0942,NORMAL
2.45162,52.47396,44.22743,15.56713,15.0897,34.438,109.8995,NORMAL
2.459491,52.38715,44.27083,15.84925,15.08247,35.54989,112.914,NORMAL
2.448669,52.47396,44.27083206,15.73351,15.16204,35.50574,113.2905,NORMAL
2.466377,52.38715,44.27083206,15.65393,15.08247,35.5489,111.3331,NORMAL
2.445718,52.47396,44.27083206,15.81308,15.11863,35.79073,112.3997,NORMAL
2.441782,52.38715,44.27083,15.73351,15.11863,36.08771,106.7572,NORMAL
2.441782,52.38715,44.27083,15.73351,15.11863,36.08771,106.7572,NORMAL
2.459491,52.47396,44.31424,15.61777,15.05353,36.62535,114.5057,NORMAL
2.444734,52.90799,44.31423569,15.69734,15.11863,36.45869,111.7528,NORMAL
2.455556,52.47396,44.31423569,15.77691,15.08247,36.31384,105.6853,NORMAL
2.456539,52.47396,44.31423569,15.82031,15.08247,35.94434,113.8085,NORMAL
2.449653,52.38715,44.31424,15.73351,15.05353,35.56929,104.3618,NORMAL
2.46441,52.47396,44.35764,15.89265,15.11863,35.3033,104.3618,NORMAL
2.445718,52.38715,44.3576355,15.61777,15.08247,34.8215,108.4856,NORMAL
2.46441,52.47396,44.3576355,15.45139,15.08247,35.33171,106.4386,NORMAL
2.444734,52.38715,44.3576355,15.94329,15.0897,35.34139,109.9196,NORMAL
2.460474,52.38714981,44.35764,15.69734,15.06076,35.54678,106.8681,NORMAL
2.446702,52.38714981,44.44444,15.76968,15.05353,35.80343,106.1553,NORMAL
2.45162,52.38715,44.44444275,15.56713,15.08247,36.04715,105.9121,NORMAL
2.459491,52.47396,44.44444275,15.69734,15.08247,35.89163,109.8014,NORMAL
2.45162,52.38715,44.44444275,15.73351,15.05353,35.61043,114.388,NORMAL
2.466377,52.38714981,44.44444,15.81308,15.05353,35.9627,109.0661,NORMAL
2.444734,52.38714981,44.48785,15.84925,15.05353,36.47305,106.9177,NORMAL
2.466377,52.38714981,44.48784637,15.76968,15.08247,36.59268,109.7503,NORMAL
2.441782,52.38715,44.48784637,15.69734,15.05353,36.32659,98.99814,NORMAL
2.460474,52.34375,44.48784637,15.84925,15.08247,36.60097,106.5592,NORMAL
2.444734,52.38715,44.48785,15.61777,15.08247,35.87969,103.1785,NORMAL
2.456539,52.38714981,44.53125,15.81308,15.11863,36.05589,103.4471,NORMAL
2.455556,52.38715,44.53125,15.45139,15.08247,35.84512,109.3071,NORMAL
2.45162,52.34375,44.53125,15.81308,15.08247,35.84809,102.8326,NORMAL
2.46441,52.34375,44.53125,15.65393,15.08247,35.85843,110.2808,NORMAL
2.448669,52.38715,44.53125,15.73351,15.11863,35.47585,108.9179,NORMAL
2.46441,52.38715,44.53125,15.65393,15.11863,35.04895,102.3098,NORMAL
2.44375,52.47396,44.57465,15.56713,15.08247,34.60572,108.658,NORMAL
2.460474,52.38715,44.57464981,15.81308,15.08247,34.38738,110.6633,NORMAL
2.444734,52.38714981,44.57464981,15.69734,15.05353,34.93108,101.4602,NORMAL
2.456539,52.38714981,44.57464981,15.65393,15.16927,35.01485,97.20009,NORMAL
2.455556,52.38715,44.57464981,15.65393,15.05353,34.49956,105.8857,NORMAL
2.45162,52.34375,44.57465,15.85648,15.11863,34.37162,93.4336,NORMAL
2.463426,52.34374619,44.66146,15.65393,15.05353,33.78219,102.3668,NORMAL
2.445718,52.34374619,44.66145706,15.69734,15.12587,33.82853,106.0452,NORMAL
2.466377,52.34374619,44.66145706,15.73351,15.05353,33.56416,107.0929,NORMAL
2.441782,52.34374619,44.66145706,15.74074,15.08247,32.81165,96.60984,NORMAL
2.463426,52.34375,44.66145706,15.61777,15.0897,32.37755,107.9706,NORMAL
2.441782,52.38715,44.66145706,15.73351,15.08247,32.05361,107.9706,NORMAL
2.455556,52.38714981,44.66146,15.84925,15.08247,32.60166,108.7944,NORMAL
2.455556,52.38715,44.70486,15.73351,15.01013,33.88835,101.8342,NORMAL
2.448669,52.34375,44.70486069,15.73351,15.11863,34.04668,106.004,NORMAL
2.46441,52.38715,44.70486069,15.76968,15.05353,34.47047,109.6637,NORMAL
2.444734,52.34375,44.70486069,15.61777,15.11863,34.8729,107.4681,NORMAL
2.468345,52.38715,44.70486069,15.76968,15.11863,34.6663,110.0854,NORMAL
2.441782,52.34375,44.70486,15.56713,15.12587,34.48347,106.0594,NORMAL
2.46441,52.30035,44.74826,15.53096,15.05353,34.20798,100.8459,NORMAL
2.444734,52.34375,44.7482605,15.49479,15.08247,34.46844,102.6969,NORMAL
2.460474,52.34374619,44.7482605,15.49479,15.08247,33.91822,100.2576,NORMAL
2.45162,52.34374619,44.7482605,15.37182,15.08247,33.7208,106.4215,NORMAL
2.45162,52.34375,44.7482605,15.61777,15.08247,33.64736,106.1524,NORMAL
2.461458,52.30035,44.7482605,15.76968,15.08247,34.38141,106.2336,NORMAL
2.445718,52.34375,44.7482605,15.74074,15.08247,34.30411,107.0564,NORMAL
2.466377,52.34374619,44.7482605,15.45139,15.05353,34.93135,107.4731,NORMAL
2.445718,52.34375,44.74826,15.41522,15.08247,35.52047,104.5909,NORMAL
